age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,subscription,balance_scaled,duration_scaled,previous_scaled,CLV_Score,CLV_Segment,age_group,Segment
40,blue-collar,divorced,secondary,no,-90,yes,no,unknown,28,may,130,1,-1,0,unknown,no,0,0.07198627276523888,0.026433509556730378,0.0,0.0,Low Value,31-40,Low Value
27,services,single,secondary,no,3791,yes,no,unknown,28,may,231,1,-1,0,unknown,no,0,0.10722132442394641,0.0469703131354209,0.0,0.0,Low Value,18-30,VIP
50,blue-collar,married,primary,no,490,yes,no,unknown,28,may,151,3,-1,0,unknown,no,0,0.07725201096726164,0.030703538023586822,0.0,0.0,Low Value,41-50,Medium Value
47,blue-collar,married,secondary,no,480,yes,no,unknown,28,may,211,2,-1,0,unknown,no,0,0.0771612223775716,0.04290361935746238,0.0,0.0,Low Value,41-50,Medium Value
60,blue-collar,married,primary,no,228,yes,no,unknown,28,may,249,11,-1,0,unknown,no,0,0.0748733499173824,0.05063033753558357,0.0,0.0,Low Value,51-60,Medium Value
45,blue-collar,married,unknown,no,-320,yes,no,unknown,28,may,204,3,-1,0,unknown,no,0,0.06989813520236778,0.0414802765351769,0.0,0.0,Low Value,41-50,Medium Value
29,self-employed,single,secondary,no,3672,yes,yes,unknown,28,may,1210,1,-1,0,unknown,no,0,0.10614094020663484,0.24603497356649043,0.0,0.0,Low Value,18-30,VIP
32,unemployed,married,secondary,no,-160,yes,no,unknown,28,may,27,1,-1,0,unknown,no,0,0.07135075263740853,0.005490036600244001,0.0,0.0,Low Value,31-40,Low Value
25,blue-collar,single,secondary,no,207,yes,no,unknown,28,may,680,1,-1,0,unknown,no,0,0.07468269387903329,0.13826758845058967,0.0,0.0,Low Value,18-30,VIP
28,blue-collar,married,secondary,no,916,yes,no,unknown,28,may,206,1,-1,0,unknown,no,0,0.08111960488805768,0.041886945912972755,0.0,0.0,Low Value,18-30,High Value
24,student,single,unknown,no,3298,yes,no,unknown,28,may,227,1,-1,0,unknown,no,0,0.10274544695222705,0.0461569743798292,0.0,0.0,Low Value,18-30,VIP
34,services,married,secondary,no,1182,yes,no,unknown,28,may,124,1,-1,0,unknown,no,0,0.08353458137381295,0.025213501423342822,0.0,0.0,Low Value,31-40,Medium Value
50,blue-collar,married,primary,no,1203,yes,yes,unknown,28,may,66,7,-1,0,unknown,no,0,0.08372523741216205,0.013420089467263115,0.0,0.0,Low Value,41-50,Medium Value
44,admin.,married,secondary,no,72,yes,yes,unknown,28,may,821,2,-1,0,unknown,no,0,0.07345704791821765,0.16693777958519723,0.0,0.0,Low Value,41-50,VIP
29,blue-collar,married,secondary,no,1171,yes,no,unknown,28,may,565,2,-1,0,unknown,no,0,0.08343471392515389,0.11488409922732819,0.0,0.0,Low Value,18-30,VIP
29,admin.,married,secondary,no,36,yes,no,unknown,28,may,126,1,-1,0,unknown,no,0,0.07313020899533347,0.025620170801138674,0.0,0.0,Low Value,18-30,Low Value
25,self-employed,single,secondary,no,1242,yes,no,unknown,28,may,615,2,-1,0,unknown,yes,1,0.08407931291195324,0.12505083367222447,0.0,414.0,VIP,18-30,VIP
44,entrepreneur,married,secondary,no,-20,no,no,unknown,28,may,167,3,-1,0,unknown,no,0,0.0726217928930692,0.03395689304595364,0.0,0.0,Low Value,41-50,Medium Value
52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,211,4,-1,0,unknown,no,0,0.07561781635284079,0.04290361935746238,0.0,0.0,Low Value,51-60,Medium Value
47,technician,married,secondary,no,970,yes,no,unknown,28,may,742,3,-1,0,unknown,no,0,0.08160986327238394,0.1508743391622611,0.0,0.0,Low Value,41-50,VIP
35,technician,married,secondary,no,194,yes,no,unknown,28,may,134,1,-1,0,unknown,no,0,0.07456466871243624,0.027246848312322082,0.0,0.0,Low Value,31-40,Low Value
28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,615,1,-1,0,unknown,no,0,0.13006373358996243,0.12505083367222447,0.0,0.0,Low Value,18-30,VIP
32,management,married,tertiary,no,514,yes,no,unknown,28,may,497,2,-1,0,unknown,no,0,0.07746990358251776,0.10105734038226921,0.0,0.0,Low Value,31-40,VIP
26,admin.,single,tertiary,no,-164,yes,no,unknown,28,may,69,2,-1,0,unknown,no,0,0.07131443720153252,0.014030093533956893,0.0,0.0,Low Value,18-30,Low Value
57,management,married,primary,no,1566,no,no,unknown,28,may,105,4,-1,0,unknown,no,0,0.08702086321791078,0.02135014233428223,0.0,0.0,Low Value,51-60,Medium Value
53,services,divorced,secondary,no,-905,yes,no,unknown,28,may,213,1,-1,0,unknown,no,0,0.06458700270549998,0.04331028873525823,0.0,0.0,Low Value,51-60,Low Value
29,services,married,tertiary,no,6,yes,no,unknown,28,may,143,2,-1,0,unknown,no,0,0.07285784322626333,0.029076860512403414,0.0,0.0,Low Value,18-30,Low Value
24,blue-collar,single,secondary,no,674,yes,yes,unknown,28,may,294,1,-1,0,unknown,no,0,0.07892252101755852,0.05978039853599024,0.0,0.0,Low Value,18-30,High Value
26,blue-collar,single,primary,no,230,yes,no,unknown,28,may,289,1,-1,0,unknown,no,0,0.0748915076353204,0.05876372509150061,0.0,0.0,Low Value,18-30,High Value
29,management,married,tertiary,no,715,yes,no,unknown,28,may,461,1,-1,0,unknown,no,0,0.07929475423528771,0.09373729158194388,0.0,0.0,Low Value,18-30,VIP
42,technician,married,secondary,no,-1310,yes,yes,unknown,28,may,162,1,-1,0,unknown,no,0,0.06091006482305304,0.03294021960146401,0.0,0.0,Low Value,41-50,Low Value
36,technician,married,secondary,no,1731,yes,yes,unknown,28,may,207,1,-1,0,unknown,no,0,0.08851887494779656,0.04209028060187068,0.0,0.0,Low Value,31-40,High Value
26,technician,single,secondary,no,150,yes,no,unknown,28,may,216,1,-1,0,unknown,no,0,0.07416519891780002,0.04392029280195201,0.0,0.0,Low Value,18-30,Medium Value
24,technician,single,secondary,no,288,yes,no,unknown,28,may,185,1,-1,0,unknown,no,0,0.07541808145552267,0.03761691744611631,0.0,0.0,Low Value,18-30,Medium Value
29,management,single,tertiary,no,-158,yes,no,unknown,28,may,399,1,-1,0,unknown,no,0,0.07136891035534655,0.08113054087027247,0.0,0.0,Low Value,18-30,High Value
51,technician,single,secondary,no,511,yes,yes,unknown,28,may,67,2,-1,0,unknown,no,0,0.07744266700561074,0.013623424156161041,0.0,0.0,Low Value,51-60,Low Value
31,blue-collar,single,secondary,no,1686,yes,no,unknown,28,may,85,2,-1,0,unknown,no,0,0.08811032629419135,0.01728344855632371,0.0,0.0,Low Value,31-40,Medium Value
29,management,single,tertiary,no,5980,yes,no,unknown,28,may,317,1,-1,0,unknown,no,0,0.12709494670709787,0.06445709638064254,0.0,0.0,Low Value,18-30,VIP
28,management,married,secondary,no,292,yes,no,unknown,28,may,507,1,-1,0,unknown,yes,1,0.0754543968913987,0.10309068727124847,0.0,146.0,VIP,18-30,VIP
23,services,single,secondary,no,665,yes,no,unknown,28,may,1183,1,-1,0,unknown,yes,1,0.07884081128683748,0.24054493696624643,0.0,332.5,VIP,18-30,VIP
26,blue-collar,single,secondary,no,396,yes,no,unknown,28,may,302,1,-1,0,unknown,no,0,0.07639859822417519,0.061407076047173645,0.0,0.0,Low Value,18-30,High Value
42,technician,married,secondary,no,570,yes,no,unknown,28,may,344,2,-1,0,unknown,no,0,0.07797831968478203,0.06994713298088653,0.0,0.0,Low Value,41-50,High Value
40,admin.,divorced,secondary,no,-541,yes,yes,unknown,28,may,270,4,-1,0,unknown,no,0,0.06789170737021771,0.05490036600244001,0.0,0.0,Low Value,31-40,Medium Value
28,blue-collar,married,secondary,no,17,no,no,unknown,28,may,8,4,-1,0,unknown,no,0,0.07295771067492238,0.0016266775111834079,0.0,0.0,Low Value,18-30,Low Value
27,student,single,secondary,no,16173,yes,no,unknown,28,may,489,1,-1,0,unknown,no,0,0.21963575617816353,0.0994306628710858,0.0,0.0,Low Value,18-30,VIP
25,admin.,married,secondary,no,894,yes,no,unknown,28,may,328,1,-1,0,unknown,no,0,0.08091986999073958,0.06669377795851972,0.0,0.0,Low Value,18-30,High Value
29,technician,single,secondary,yes,-397,yes,no,unknown,28,may,114,1,-1,0,unknown,no,0,0.06919906306175441,0.023180154534363562,0.0,0.0,Low Value,18-30,Low Value
29,blue-collar,single,primary,no,231,yes,no,unknown,28,may,122,1,-1,0,unknown,no,0,0.0749005864942894,0.02480683204554697,0.0,0.0,Low Value,18-30,Low Value
28,services,single,secondary,no,281,yes,no,unknown,28,may,201,1,-1,0,unknown,no,0,0.07535452944273964,0.04087027246848312,0.0,0.0,Low Value,18-30,Medium Value
29,management,single,tertiary,no,112,yes,yes,unknown,28,may,117,2,-1,0,unknown,no,0,0.07382020227697783,0.02379015860105734,0.0,0.0,Low Value,18-30,Low Value
24,services,single,secondary,no,53,yes,yes,unknown,28,may,226,1,-1,0,unknown,no,0,0.07328454959780656,0.045953639690931275,0.0,0.0,Low Value,18-30,Medium Value
26,admin.,single,secondary,no,677,yes,no,unknown,28,may,93,1,-1,0,unknown,no,0,0.07894975759446554,0.018910126067507117,0.0,0.0,Low Value,18-30,Low Value
32,admin.,single,secondary,no,294,yes,no,unknown,28,may,97,2,-1,0,unknown,no,0,0.0754725546093367,0.01972346482309882,0.0,0.0,Low Value,31-40,Low Value
26,services,single,tertiary,no,1624,yes,yes,unknown,28,may,438,1,-1,0,unknown,no,0,0.08754743703811306,0.08906059373729158,0.0,0.0,Low Value,18-30,VIP
31,technician,single,primary,no,449,yes,no,unknown,28,may,174,1,-1,0,unknown,no,0,0.07687977774953245,0.03538023586823912,0.0,0.0,Low Value,31-40,Medium Value
28,management,single,tertiary,no,1069,no,no,unknown,28,may,675,1,-1,0,unknown,no,0,0.0825086703103154,0.13725091500610004,0.0,0.0,Low Value,18-30,VIP
52,entrepreneur,married,primary,no,8298,yes,yes,unknown,28,may,123,18,-1,0,unknown,no,0,0.14813974179725092,0.025010166734444898,0.0,0.0,Low Value,51-60,VIP
27,technician,married,secondary,no,1577,yes,yes,unknown,28,may,266,2,-1,0,unknown,no,0,0.08712073066656983,0.05408702724684831,0.0,0.0,Low Value,18-30,High Value
38,blue-collar,married,secondary,no,-579,yes,yes,unknown,28,may,195,2,-1,0,unknown,no,0,0.06754671072939554,0.03965026433509557,0.0,0.0,Low Value,31-40,Low Value
35,technician,single,tertiary,no,59,yes,no,unknown,28,may,145,3,-1,0,unknown,no,0,0.07333902275162059,0.029483529890199266,0.0,0.0,Low Value,31-40,Low Value
38,technician,single,secondary,no,12,yes,no,unknown,28,may,150,2,-1,0,unknown,no,0,0.07291231638007736,0.030500203334688898,0.0,0.0,Low Value,31-40,Low Value
46,blue-collar,divorced,secondary,no,1815,yes,no,unknown,28,may,232,4,-1,0,unknown,no,0,0.08928149910119297,0.04717364782431883,0.0,0.0,Low Value,41-50,High Value
32,management,married,tertiary,no,4307,yes,no,unknown,28,may,91,3,-1,0,unknown,no,0,0.11190601565195288,0.018503456689711265,0.0,0.0,Low Value,31-40,High Value
39,blue-collar,married,unknown,no,638,yes,yes,unknown,28,may,83,2,-1,0,unknown,no,0,0.07859568209467435,0.016876779178527857,0.0,0.0,Low Value,31-40,Low Value
29,admin.,married,secondary,no,-526,yes,no,unknown,28,may,314,2,-1,0,unknown,no,0,0.0680278902547528,0.06384709231394876,0.0,0.0,Low Value,18-30,High Value
27,blue-collar,single,secondary,no,294,yes,yes,unknown,28,may,694,2,-1,0,unknown,yes,1,0.0754725546093367,0.14111427409516064,0.0,98.0,VIP,18-30,VIP
28,services,single,secondary,no,2954,yes,no,unknown,28,may,149,2,-1,0,unknown,no,0,0.0996223194668894,0.03029686864579097,0.0,0.0,Low Value,18-30,High Value
47,blue-collar,married,secondary,no,578,yes,no,unknown,28,may,146,1,-1,0,unknown,no,0,0.07805095055653406,0.029686864579097194,0.0,0.0,Low Value,41-50,Medium Value
27,technician,married,unknown,no,811,yes,no,unknown,28,may,591,2,-1,0,unknown,no,0,0.08016632469631217,0.12017080113867426,0.0,0.0,Low Value,18-30,VIP
33,blue-collar,married,secondary,no,7063,yes,no,unknown,28,may,116,9,-1,0,unknown,no,0,0.13692735097053005,0.023586823912159414,0.0,0.0,Low Value,31-40,VIP
30,management,single,tertiary,no,5288,yes,no,unknown,28,may,288,3,-1,0,unknown,no,0,0.12081237630054656,0.058560390402602684,0.0,0.0,Low Value,18-30,VIP
33,blue-collar,married,secondary,no,580,yes,no,unknown,28,may,36,1,-1,0,unknown,no,0,0.07806910827447207,0.0073200488003253355,0.0,0.0,Low Value,31-40,Low Value
40,management,married,tertiary,no,384,no,no,unknown,28,may,191,2,-1,0,unknown,no,0,0.07628965191654713,0.03883692557950386,0.0,0.0,Low Value,31-40,Medium Value
38,technician,married,secondary,no,61,yes,no,unknown,28,may,97,1,-1,0,unknown,no,0,0.0733571804695586,0.01972346482309882,0.0,0.0,Low Value,31-40,Low Value
32,admin.,single,secondary,no,642,yes,no,unknown,28,may,71,2,-1,0,unknown,no,0,0.07863199753055036,0.014436762911752745,0.0,0.0,Low Value,31-40,Low Value
36,blue-collar,married,secondary,no,79,yes,no,unknown,28,may,275,2,-1,0,unknown,no,0,0.07352059993100069,0.05591703944692965,0.0,0.0,Low Value,31-40,High Value
30,services,married,secondary,no,586,yes,no,unknown,28,may,187,4,-1,0,unknown,no,0,0.0781235814282861,0.03802358682391216,0.0,0.0,Low Value,18-30,Medium Value
38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,170,5,-1,0,unknown,no,0,0.0733571804695586,0.03456689711264742,0.0,0.0,Low Value,31-40,Medium Value
25,services,single,secondary,no,3217,yes,no,unknown,28,may,24,1,-1,0,unknown,no,0,0.10201005937573766,0.004880032533550223,0.0,0.0,Low Value,18-30,Medium Value
28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,may,251,1,-1,0,unknown,no,0,0.08206380622083417,0.051037006913379424,0.0,0.0,Low Value,18-30,High Value
55,blue-collar,married,primary,no,-317,yes,no,unknown,28,may,152,1,-1,0,unknown,no,0,0.06992537177927478,0.03090687271248475,0.0,0.0,Low Value,51-60,Low Value
57,management,married,tertiary,no,-22,yes,no,unknown,28,may,463,1,-1,0,unknown,no,0,0.0726036351751312,0.09414396095973973,0.0,0.0,Low Value,51-60,High Value
31,blue-collar,divorced,primary,no,158,yes,no,unknown,28,may,157,1,-1,0,unknown,no,0,0.07423782978955205,0.03192354615697438,0.0,0.0,Low Value,31-40,Medium Value
31,services,married,secondary,no,-327,yes,no,unknown,28,may,408,1,-1,0,unknown,no,0,0.06983458318958474,0.0829605530703538,0.0,0.0,Low Value,31-40,High Value
38,technician,single,tertiary,no,218,yes,yes,unknown,28,may,74,2,-1,0,unknown,no,0,0.07478256132769234,0.015046766978446523,0.0,0.0,Low Value,31-40,Low Value
28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no,0,0.07446480126377718,0.012606750711671411,0.0,0.0,Low Value,18-30,Low Value
23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,yes,1,0.0830534018484557,0.16388775925172835,0.0,564.5,VIP,18-30,VIP
45,blue-collar,married,secondary,no,554,yes,no,unknown,28,may,179,2,-1,0,unknown,no,0,0.07783305794127796,0.03639690931272875,0.0,0.0,Low Value,41-50,Medium Value
46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes,1,0.07332086503368257,0.16185441236274908,0.0,28.5,VIP,41-50,VIP
40,management,married,secondary,no,-240,no,yes,unknown,28,may,160,3,-1,0,unknown,no,0,0.07062444391988816,0.032533550223668155,0.0,0.0,Low Value,31-40,Low Value
29,services,married,secondary,no,11417,yes,no,unknown,28,may,272,2,-1,0,unknown,no,0,0.17645670292157684,0.05530703538023587,0.0,0.0,Low Value,18-30,VIP
30,admin.,married,primary,no,-171,yes,no,unknown,28,may,125,2,-1,0,unknown,no,0,0.07125088518874949,0.02541683611224075,0.0,0.0,Low Value,18-30,Low Value
31,admin.,single,secondary,no,-449,yes,no,unknown,28,may,81,2,-1,0,unknown,no,0,0.06872696239536616,0.016470109800732005,0.0,0.0,Low Value,31-40,Low Value
56,retired,married,unknown,no,228,yes,no,unknown,28,may,296,1,-1,0,unknown,no,0,0.0748733499173824,0.06018706791378609,0.0,0.0,Low Value,51-60,High Value
39,unemployed,single,secondary,no,-53,yes,no,unknown,28,may,189,3,-1,0,unknown,no,0,0.07232219054709205,0.038430256201708014,0.0,0.0,Low Value,31-40,Medium Value
29,admin.,single,unknown,no,175,no,no,unknown,28,may,597,3,-1,0,unknown,no,0,0.07439217039202514,0.1213908092720618,0.0,0.0,Low Value,18-30,VIP
44,technician,married,secondary,no,1196,yes,yes,unknown,28,may,61,1,-1,0,unknown,no,0,0.08366168539937902,0.012403416022773485,0.0,0.0,Low Value,41-50,Low Value
28,admin.,single,secondary,no,419,yes,no,unknown,28,may,158,2,-1,0,unknown,no,0,0.07660741198046231,0.032126880845872306,0.0,0.0,Low Value,18-30,Medium Value
26,management,single,tertiary,no,2692,no,no,unknown,28,may,159,2,-1,0,unknown,no,0,0.09724365841701016,0.03233021553477023,0.0,0.0,Low Value,18-30,High Value
41,blue-collar,single,unknown,no,2835,yes,no,unknown,28,may,53,1,-1,0,unknown,no,0,0.09854193524957784,0.010776738511590077,0.0,0.0,Low Value,41-50,Medium Value
31,services,single,secondary,no,-779,yes,no,unknown,28,may,198,2,-1,0,unknown,no,0,0.06573093893559458,0.04026026840178935,0.0,0.0,Low Value,31-40,Low Value
29,admin.,married,tertiary,no,26,yes,no,unknown,28,may,45,1,-1,0,unknown,no,0,0.07303942040564343,0.009150061000406669,0.0,0.0,Low Value,18-30,Low Value
33,blue-collar,married,secondary,no,-112,yes,no,unknown,28,may,132,1,-1,0,unknown,no,0,0.07178653786792077,0.02684017893452623,0.0,0.0,Low Value,31-40,Low Value
23,student,single,unknown,no,854,yes,no,unknown,28,may,664,2,-1,0,unknown,yes,1,0.08055671563197939,0.13501423342822286,0.0,284.6666666666667,VIP,18-30,VIP
50,admin.,married,secondary,no,3636,no,no,unknown,28,may,290,1,-1,0,unknown,no,0,0.10581410128375067,0.05896705978039853,0.0,0.0,Low Value,41-50,VIP
27,services,single,secondary,no,9636,yes,no,unknown,28,may,184,2,-1,0,unknown,no,0,0.1602872550977793,0.03741358275721838,0.0,0.0,Low Value,18-30,VIP
45,blue-collar,married,primary,no,446,yes,no,unknown,28,may,51,1,-1,0,unknown,no,0,0.07685254117262544,0.010370069133794225,0.0,0.0,Low Value,41-50,Low Value
50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67,2,-1,0,unknown,no,0,0.07333902275162059,0.013623424156161041,0.0,0.0,Low Value,41-50,Low Value
41,blue-collar,single,secondary,no,1621,yes,no,unknown,28,may,119,1,-1,0,unknown,no,0,0.08752020046120604,0.024196827978853194,0.0,0.0,Low Value,41-50,Medium Value
44,management,married,tertiary,no,0,yes,no,unknown,28,may,260,1,-1,0,unknown,no,0,0.0728033700724493,0.052867019113460756,0.0,0.0,Low Value,41-50,Medium Value
56,retired,married,primary,no,-299,yes,no,unknown,28,may,68,1,-1,0,unknown,no,0,0.07008879124071687,0.013826758845058967,0.0,0.0,Low Value,51-60,Low Value
26,unemployed,married,primary,no,70,yes,no,unknown,28,may,99,2,-1,0,unknown,no,0,0.07343889020027963,0.020130134200894673,0.0,0.0,Low Value,18-30,Low Value
34,admin.,single,secondary,yes,7,no,no,unknown,28,may,285,2,-1,0,unknown,no,0,0.07286692208523234,0.057950386335908904,0.0,0.0,Low Value,31-40,High Value
33,blue-collar,single,secondary,no,-366,yes,no,unknown,28,may,81,4,-1,0,unknown,no,0,0.06948050768979355,0.016470109800732005,0.0,0.0,Low Value,31-40,Low Value
30,blue-collar,married,primary,no,-518,yes,yes,unknown,28,may,244,6,-1,0,unknown,no,0,0.06810052112650483,0.04961366409109394,0.0,0.0,Low Value,18-30,Medium Value
47,management,married,secondary,no,490,yes,no,unknown,28,may,227,1,-1,0,unknown,no,0,0.07725201096726164,0.0461569743798292,0.0,0.0,Low Value,41-50,Medium Value
26,admin.,married,secondary,no,714,yes,no,unknown,28,may,183,1,-1,0,unknown,no,0,0.07928567537631871,0.037210248068320455,0.0,0.0,Low Value,18-30,Medium Value
26,blue-collar,married,primary,no,3529,yes,no,unknown,28,may,100,2,-1,0,unknown,no,0,0.10484266337406715,0.020333468889792598,0.0,0.0,Low Value,18-30,High Value
51,technician,married,secondary,no,98,yes,no,unknown,28,may,228,2,-1,0,unknown,no,0,0.07369309825141176,0.046360309068727124,0.0,0.0,Low Value,51-60,Medium Value
57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,yes,1,0.0728033700724493,0.13176087840585604,0.0,0.0,Low Value,51-60,VIP
33,blue-collar,married,secondary,no,529,yes,no,unknown,28,may,198,3,-1,0,unknown,no,0,0.07760608646705283,0.04026026840178935,0.0,0.0,Low Value,31-40,Medium Value
30,blue-collar,single,secondary,no,397,yes,no,unknown,28,may,536,7,-1,0,unknown,no,0,0.0764076770831442,0.10898739324928833,0.0,0.0,Low Value,18-30,VIP
40,unemployed,married,primary,no,557,yes,no,unknown,28,may,173,1,-1,0,unknown,no,0,0.07786029451818496,0.0351769011793412,0.0,0.0,Low Value,31-40,Medium Value
53,blue-collar,married,secondary,no,314,yes,no,unknown,28,may,184,2,-1,0,unknown,no,0,0.0756541317887168,0.03741358275721838,0.0,0.0,Low Value,51-60,Medium Value
27,services,single,secondary,no,1636,yes,no,unknown,28,may,282,2,-1,0,unknown,no,0,0.08765638334574112,0.057340382269215125,0.0,0.0,Low Value,18-30,High Value
57,blue-collar,married,primary,no,1502,yes,no,unknown,28,may,269,2,-1,0,unknown,no,0,0.08643981624389448,0.05469703131354209,0.0,0.0,Low Value,51-60,High Value
45,management,married,tertiary,yes,-1655,yes,no,unknown,28,may,333,2,-1,0,unknown,no,0,0.0577778584787464,0.06771045140300935,0.0,0.0,Low Value,41-50,Medium Value
36,management,married,tertiary,no,428,no,no,unknown,28,may,121,1,-1,0,unknown,no,0,0.07668912171118335,0.024603497356649046,0.0,0.0,Low Value,31-40,Low Value
39,blue-collar,married,primary,no,7304,yes,no,unknown,28,may,216,1,-1,0,unknown,no,0,0.13911535598206018,0.04392029280195201,0.0,0.0,Low Value,31-40,VIP
28,technician,single,secondary,no,1536,yes,no,unknown,28,may,347,2,-1,0,unknown,no,0,0.08674849744884064,0.07055713704758032,0.0,0.0,Low Value,18-30,High Value
34,technician,married,secondary,no,1246,no,no,unknown,28,may,88,3,-1,0,unknown,no,0,0.08411562834782925,0.017893452623017485,0.0,0.0,Low Value,31-40,Medium Value
29,technician,married,secondary,no,344,yes,yes,unknown,28,may,279,2,-1,0,unknown,no,0,0.07592649755778695,0.05673037820252135,0.0,0.0,Low Value,18-30,High Value
51,technician,married,secondary,no,271,yes,no,unknown,28,may,294,3,-1,0,unknown,no,0,0.0752637408530496,0.05978039853599024,0.0,0.0,Low Value,51-60,High Value
29,management,single,secondary,no,293,yes,no,unknown,28,may,188,2,-1,0,unknown,no,0,0.0754634757503677,0.03822692151281008,0.0,0.0,Low Value,18-30,Medium Value
32,admin.,single,secondary,no,562,yes,no,unknown,28,may,116,6,-1,0,unknown,no,0,0.07790568881302999,0.023586823912159414,0.0,0.0,Low Value,31-40,Medium Value
36,management,single,secondary,no,302,no,no,unknown,28,may,60,6,-1,0,unknown,no,0,0.07554518548108874,0.012200081333875559,0.0,0.0,Low Value,31-40,Low Value
50,technician,married,secondary,no,-568,yes,yes,unknown,28,may,860,2,-1,0,unknown,no,0,0.06764657817805458,0.17486783245221635,0.0,0.0,Low Value,41-50,VIP
42,management,married,tertiary,no,479,yes,no,unknown,28,may,217,2,-1,0,unknown,no,0,0.07715214351860258,0.044123627490849936,0.0,0.0,Low Value,41-50,Medium Value
29,services,divorced,secondary,no,1336,yes,no,unknown,28,may,298,5,-1,0,unknown,no,0,0.08493272565503968,0.06059373729158194,0.0,0.0,Low Value,18-30,High Value
34,management,single,tertiary,no,1058,yes,no,unknown,28,may,864,2,-1,0,unknown,yes,1,0.08240880286165636,0.17568117120780805,0.0,352.6666666666667,VIP,31-40,VIP
33,technician,divorced,tertiary,no,839,yes,no,unknown,28,may,469,3,-1,0,unknown,no,0,0.0804205327474443,0.09536396909312729,0.0,0.0,Low Value,31-40,VIP
29,technician,single,secondary,no,22008,yes,no,unknown,28,may,139,2,-1,0,unknown,no,0,0.27261089826230644,0.02826352175681171,0.0,0.0,Low Value,18-30,VIP
44,blue-collar,married,secondary,no,-73,yes,no,unknown,28,may,80,9,-1,0,unknown,no,0,0.07214061336771195,0.016266775111834077,0.0,0.0,Low Value,41-50,Low Value
25,entrepreneur,single,primary,no,-65,yes,no,unknown,28,may,129,2,-1,0,unknown,no,0,0.07221324423946399,0.02623017486783245,0.0,0.0,Low Value,18-30,Low Value
26,blue-collar,married,unknown,no,407,yes,no,unknown,28,may,346,2,-1,0,unknown,no,0,0.07649846567283425,0.0703538023586824,0.0,0.0,Low Value,18-30,High Value
53,management,married,tertiary,no,490,yes,no,unknown,28,may,103,2,-1,0,unknown,no,0,0.07725201096726164,0.020943472956486377,0.0,0.0,Low Value,51-60,Low Value
45,blue-collar,married,secondary,no,156,yes,yes,unknown,28,may,47,1,-1,0,unknown,no,0,0.07421967207161405,0.00955673037820252,0.0,0.0,Low Value,41-50,Low Value
37,management,married,tertiary,no,655,no,no,unknown,28,may,244,3,-1,0,unknown,no,0,0.07875002269714743,0.04961366409109394,0.0,0.0,Low Value,31-40,High Value
43,blue-collar,married,secondary,yes,-504,yes,no,unknown,28,may,136,1,-1,0,unknown,no,0,0.0682276251520709,0.027653517690117934,0.0,0.0,Low Value,41-50,Low Value
38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,no,0,0.07533637172480163,0.022366815778771858,0.0,0.0,Low Value,31-40,Low Value
31,admin.,married,unknown,yes,-310,yes,no,unknown,28,may,433,3,-1,0,unknown,no,0,0.06998892379205782,0.08804392029280195,0.0,0.0,Low Value,31-40,High Value
38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown,no,0,0.0699526083561818,0.013420089467263115,0.0,0.0,Low Value,31-40,Low Value
32,services,single,tertiary,no,-233,yes,no,unknown,28,may,140,2,-1,0,unknown,no,0,0.0706879959326712,0.028466856445709638,0.0,0.0,Low Value,31-40,Low Value
24,blue-collar,single,secondary,no,327,yes,no,unknown,28,may,333,2,-1,0,unknown,no,0,0.07577215695531386,0.06771045140300935,0.0,0.0,Low Value,18-30,High Value
34,admin.,single,secondary,no,1103,yes,no,unknown,28,may,89,1,-1,0,unknown,no,0,0.08281735151526157,0.018096787311915413,0.0,0.0,Low Value,31-40,Medium Value
43,management,married,secondary,no,373,yes,no,unknown,28,may,54,1,-1,0,unknown,no,0,0.07618978446788809,0.010980073200488003,0.0,0.0,Low Value,41-50,Low Value
40,technician,married,secondary,no,-312,yes,no,unknown,28,may,198,1,-1,0,unknown,no,0,0.06997076607411981,0.04026026840178935,0.0,0.0,Low Value,31-40,Medium Value
55,retired,married,secondary,no,2193,yes,yes,unknown,28,may,72,3,-1,0,unknown,no,0,0.09271330779147677,0.014640097600650671,0.0,0.0,Low Value,51-60,Medium Value
34,services,married,secondary,no,24,yes,no,unknown,28,may,124,1,-1,0,unknown,no,0,0.07302126268770542,0.025213501423342822,0.0,0.0,Low Value,31-40,Low Value
35,blue-collar,divorced,secondary,no,105,yes,yes,unknown,28,may,118,1,-1,0,unknown,no,0,0.0737566502641948,0.023993493289955266,0.0,0.0,Low Value,31-40,Low Value
