age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,subscription,balance_scaled,duration_scaled,previous_scaled,CLV_Score,CLV_Segment,age_group
36,self-employed,single,secondary,no,3670,yes,no,unknown,29,may,617,2,-1,0,unknown,no,0,0.10612278248869683,0.12545750305002032,0.0,0.09069864215935451,VIP,31-40
49,technician,married,secondary,no,2497,yes,no,unknown,29,may,99,1,-1,0,unknown,no,0,0.09547328091805422,0.020130134200894673,0.0,0.05377568071929551,High Value,41-50
38,admin.,married,secondary,no,-762,no,no,unknown,29,may,165,1,-1,0,unknown,no,0,0.06588527953806766,0.03355022366815779,0.0,0.04300770686948117,Low Value,31-40
50,blue-collar,married,primary,no,414,yes,no,unknown,29,may,121,1,-1,0,unknown,no,0,0.07656201768561728,0.024603497356649046,0.0,0.045662058049803354,Low Value,41-50
44,services,married,secondary,no,361,yes,no,unknown,29,may,217,1,-1,0,unknown,no,0,0.07608083816026003,0.044123627490849936,0.0,0.051277507327384994,Medium Value,41-50
37,blue-collar,married,secondary,no,672,yes,no,unknown,29,may,129,2,-1,0,unknown,no,0,0.07890436329962051,0.02623017486783245,0.0,0.047321234110159996,Medium Value,31-40
36,blue-collar,married,secondary,no,959,yes,no,unknown,29,may,200,4,-1,0,unknown,no,0,0.08150999582372488,0.040666937779585195,0.0,0.052955079245738,High Value,31-40
33,blue-collar,married,secondary,no,-416,yes,no,unknown,29,may,431,2,-1,0,unknown,no,0,0.06902656474134332,0.0876372509150061,0.0,0.06080445764517349,High Value,31-40
49,services,married,primary,no,5737,yes,no,unknown,29,may,417,2,-1,0,unknown,no,0,0.1248887839776297,0.08479056527043513,0.0,0.0878815615699454,VIP,41-50
45,admin.,married,primary,no,895,yes,no,unknown,29,may,480,2,-1,0,unknown,no,0,0.08092894884970858,0.09760065067100447,0.0,0.06974466962615564,VIP,41-50
51,blue-collar,divorced,primary,no,-413,yes,no,unknown,29,may,331,4,-1,0,unknown,no,0,0.06905380131825033,0.0673037820252135,0.0,0.05471803526668921,High Value,51-60
50,management,married,unknown,no,914,yes,no,unknown,29,may,359,3,-1,0,unknown,no,0,0.08110144717011966,0.07299715331435543,0.0,0.06244986957936646,High Value,41-50
53,blue-collar,married,unknown,no,1202,yes,no,unknown,29,may,332,2,-1,0,unknown,no,0,0.08371615855319305,0.06750711671411143,0.0,0.062110214290829954,High Value,51-60
58,blue-collar,married,primary,no,0,yes,no,unknown,29,may,535,2,-1,0,unknown,no,0,0.0728033700724493,0.1087840585603904,0.0,0.06903690260434177,VIP,51-60
51,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown,no,0,0.12546983095164602,0.02989019926799512,0.0,0.07170197525622155,VIP,51-60
43,technician,single,secondary,no,799,yes,yes,unknown,29,may,13,3,-1,0,unknown,no,0,0.08005737838868413,0.0026433509556730377,0.0,0.040821694481043974,Low Value,41-50
43,technician,married,secondary,no,5342,yes,no,unknown,29,may,689,2,-1,0,unknown,no,0,0.12130263468487282,0.140097600650671,0.0,0.10268059753763771,VIP,41-50
41,blue-collar,married,primary,no,943,yes,no,unknown,29,may,242,3,-1,0,unknown,no,0,0.08136473408022081,0.04920699471329809,0.0,0.05544446545409983,High Value,41-50
33,management,married,tertiary,no,455,yes,yes,unknown,29,may,122,10,-1,0,unknown,no,0,0.07693425090334648,0.02480683204554697,0.0,0.04590917506533733,Medium Value,31-40
32,admin.,married,secondary,no,340,yes,no,unknown,29,may,665,1,-1,0,unknown,no,0,0.07589018212191093,0.13521756811712077,0.0,0.0785103614960917,VIP,31-40
35,blue-collar,married,secondary,no,5310,yes,no,unknown,29,may,97,1,-1,0,unknown,no,0,0.12101211119786466,0.01972346482309882,0.0,0.06642309504586198,VIP,31-40
39,technician,single,secondary,no,556,yes,no,unknown,29,may,322,1,-1,0,unknown,no,0,0.07785121565921596,0.06547376982513217,0.0,0.05856773877714763,High Value,31-40
45,admin.,married,secondary,no,-261,yes,no,unknown,29,may,144,1,-1,0,unknown,no,0,0.07043378788153906,0.029280195201301342,0.0,0.04400095250115993,Low Value,41-50
39,blue-collar,married,primary,no,481,yes,no,unknown,29,may,376,1,-1,0,unknown,no,0,0.0771703012365406,0.07645384302562017,0.0,0.06152130352595635,High Value,31-40
41,admin.,single,secondary,no,2015,yes,no,unknown,29,may,480,10,-1,0,unknown,no,0,0.09109727089499392,0.09760065067100447,0.0,0.0748288306487983,VIP,41-50
52,blue-collar,married,secondary,no,691,yes,no,unknown,29,may,158,1,-1,0,unknown,no,0,0.07907686162003161,0.032126880845872306,0.0,0.0491764950637775,Medium Value,51-60
46,admin.,single,secondary,no,1544,yes,no,unknown,29,may,609,1,-1,0,unknown,no,0,0.08682112832059267,0.12383082553883693,0.0,0.08055981182194741,VIP,41-50
35,blue-collar,single,secondary,no,219,yes,yes,unknown,29,may,161,1,-1,0,unknown,no,0,0.07479164018666135,0.032736884912566086,0.0,0.0472168855671005,Medium Value,31-40
36,admin.,married,tertiary,no,828,yes,no,unknown,29,may,116,1,-1,0,unknown,no,0,0.08032066529878526,0.023586823912159414,0.0,0.04723637982304045,Medium Value,31-40
35,admin.,divorced,secondary,no,356,yes,no,unknown,29,may,76,1,-1,0,unknown,no,0,0.076035443865415,0.015453436356242375,0.0,0.042653752839580214,Low Value,31-40
53,management,divorced,tertiary,no,195,yes,no,unknown,29,may,217,1,-1,0,unknown,no,0,0.07457374757140524,0.044123627490849936,0.0,0.0505239620329576,Medium Value,51-60
52,management,single,tertiary,no,2076,yes,no,unknown,29,may,112,1,-1,0,unknown,no,0,0.09165108129210321,0.02277348515656771,0.0,0.05265758619302192,Medium Value,51-60
41,services,married,secondary,no,2399,yes,no,unknown,29,may,607,2,-1,0,unknown,no,0,0.09458355273909176,0.12342415616104108,0.0,0.0843190232178582,VIP,41-50
56,management,married,secondary,no,0,yes,no,unknown,29,may,726,1,-1,0,unknown,no,0,0.0728033700724493,0.14762098413989427,0.0,0.08068798027819293,VIP,51-60
37,blue-collar,married,secondary,no,1731,yes,yes,unknown,29,may,148,4,-1,0,unknown,no,0,0.08851887494779656,0.030093533956893046,0.0,0.053287497660966195,High Value,31-40
35,management,married,secondary,no,97,yes,no,unknown,29,may,135,4,-1,0,unknown,no,0,0.07368401939244276,0.027450183001220006,0.0,0.045077064596587384,Low Value,31-40
33,blue-collar,single,primary,no,127,yes,no,unknown,29,may,1059,2,-1,0,unknown,yes,1,0.07395638516151291,0.21533143554290363,0.0,0.10157762324362754,VIP,31-40
39,management,married,tertiary,no,0,yes,no,unknown,29,may,184,2,-1,0,unknown,no,0,0.0728033700724493,0.03741358275721838,0.0,0.04762575986339017,Medium Value,31-40
40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,245,3,-1,0,unknown,no,0,0.0728033700724493,0.049816998779991864,0.0,0.05134678467022221,Medium Value,31-40
53,services,married,secondary,no,1788,yes,no,unknown,29,may,253,2,-1,0,unknown,no,0,0.08903636990902984,0.05144367629117527,0.0,0.0599512878418675,High Value,51-60
34,admin.,married,secondary,no,1365,yes,no,unknown,29,may,293,2,-1,0,unknown,no,0,0.08519601256514082,0.05957706384709231,0.0,0.06047112543669811,High Value,31-40
35,management,married,secondary,no,1,yes,no,unknown,29,may,246,2,-1,0,unknown,no,0,0.0728124489314183,0.050020333468889795,0.0,0.05141232450637609,Medium Value,31-40
46,unemployed,married,secondary,no,2940,yes,no,unknown,29,may,195,2,-1,0,unknown,no,0,0.09949521544132334,0.03965026433509557,0.0,0.061642687021190336,High Value,41-50
42,management,married,tertiary,no,-1485,yes,no,unknown,29,may,221,2,-1,0,unknown,no,0,0.05932126450347721,0.04493696624644164,0.0,0.0431417221256711,Low Value,41-50
42,management,married,tertiary,no,8794,yes,no,unknown,29,may,166,3,-1,0,unknown,no,0,0.1526428558458773,0.033753558357055714,0.0,0.08644749543005537,VIP,41-50
41,blue-collar,married,secondary,no,239,no,no,unknown,29,may,385,2,-1,0,unknown,no,0,0.07497321736604144,0.0782838552257015,0.0,0.06097176525073117,High Value,41-50
27,management,single,tertiary,no,12956,yes,no,unknown,29,may,789,3,-1,0,unknown,yes,1,0.19042906687487518,0.1604310695404636,0.0,0.14334385429957666,VIP,18-30
49,management,married,secondary,no,367,yes,no,unknown,29,may,85,6,-1,0,unknown,no,0,0.07613531131407406,0.01728344855632371,0.0,0.04325269022393414,Low Value,41-50
35,admin.,divorced,secondary,no,869,yes,no,unknown,29,may,173,1,-1,0,unknown,no,0,0.08069289851651446,0.0351769011793412,0.0,0.05089951961205959,Medium Value,31-40
45,blue-collar,married,secondary,no,1778,yes,no,unknown,29,may,48,5,-1,0,unknown,no,0,0.0889455813193398,0.009760065067100447,0.0,0.04740081017980004,Medium Value,41-50
49,entrepreneur,married,primary,no,3112,yes,no,unknown,29,may,410,3,-1,0,unknown,no,0,0.10105677918399217,0.08336722244814965,0.0,0.07553855632644098,VIP,41-50
36,technician,married,primary,no,4585,yes,no,unknown,29,may,311,3,-1,0,unknown,no,0,0.1144299384453362,0.06323708824725498,0.0,0.07618609569684459,VIP,31-40
40,admin.,married,secondary,no,223,yes,no,unknown,29,may,81,1,-1,0,unknown,no,0,0.07482795562253737,0.016470109800732005,0.0,0.04235501075148829,Low Value,31-40
33,student,single,tertiary,no,254,yes,no,unknown,29,may,558,13,-1,0,unknown,no,0,0.07510940025057651,0.1134607564050427,0.0,0.07159292704680106,VIP,31-40
48,blue-collar,married,primary,no,219,yes,no,unknown,29,may,109,4,-1,0,unknown,no,0,0.07479164018666135,0.022163481089873933,0.0,0.04404486442029285,Low Value,41-50
60,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77,3,-1,0,unknown,no,0,0.09005320211355838,0.0156567710451403,0.0,0.049723632370321284,Medium Value,51-60
39,blue-collar,single,secondary,no,885,yes,no,unknown,29,may,70,7,-1,0,unknown,no,0,0.08083816026001853,0.014233428222854819,0.0,0.04468910859686571,Low Value,31-40
36,management,married,tertiary,no,-1312,yes,yes,unknown,29,may,229,4,-1,0,unknown,no,0,0.06089190710511504,0.04656364375762505,0.0,0.044415046679845034,Low Value,31-40
38,technician,divorced,secondary,no,1294,yes,no,unknown,29,may,565,1,-1,0,unknown,no,0,0.08455141357834148,0.11488409922732819,0.0,0.07674093655736919,VIP,31-40
50,technician,married,unknown,no,1268,yes,yes,unknown,29,may,145,2,-1,0,unknown,no,0,0.08431536324514735,0.029483529890199266,0.0,0.05100274058963346,Medium Value,41-50
30,admin.,married,secondary,no,873,yes,no,unknown,29,may,792,3,-1,0,unknown,yes,1,0.08072921395239047,0.1610410736071574,0.0,0.08867692905834246,VIP,18-30
39,blue-collar,married,secondary,no,11,no,no,unknown,29,may,199,2,-1,0,unknown,no,0,0.07290323752110836,0.04046360309068727,0.0,0.048590699687760364,Medium Value,31-40
43,admin.,divorced,secondary,no,3350,yes,yes,unknown,29,may,488,1,-1,0,unknown,no,0,0.1032175476186153,0.09922732818218788,0.0,0.08137697226396401,VIP,41-50
40,services,married,secondary,no,-116,yes,no,unknown,29,may,176,3,-1,0,unknown,no,0,0.07175022243204475,0.03578690524603497,0.0,0.04661118278983287,Medium Value,31-40
27,services,single,secondary,no,2457,yes,no,unknown,29,may,123,4,-1,0,unknown,no,0,0.09511012655929404,0.025010166734444898,0.0,0.05505811329998049,High Value,18-30
44,management,married,tertiary,no,612,yes,no,unknown,29,may,88,2,-1,0,unknown,no,0,0.07835963176148023,0.017893452623017485,0.0,0.044547851667645355,Low Value,41-50
32,blue-collar,single,secondary,no,7712,yes,yes,unknown,29,may,768,4,-1,0,unknown,no,0,0.14281953044141413,0.15616104107360715,0.0,0.1182580775427892,VIP,31-40
42,blue-collar,married,unknown,no,1123,yes,no,unknown,29,may,105,3,-1,0,unknown,no,0,0.08299892869464166,0.02135014233428223,0.0,0.0479045070476055,Medium Value,41-50
55,management,married,tertiary,no,856,yes,yes,unknown,29,may,101,4,-1,0,unknown,no,0,0.08057487334991739,0.020536803578690525,0.0,0.04644847774856585,Medium Value,51-60
45,blue-collar,married,primary,no,19,yes,no,unknown,29,may,33,2,-1,0,unknown,no,0,0.0729758683928604,0.0067100447336315575,0.0,0.03850094761651966,Low Value,41-50
51,management,divorced,secondary,no,3348,yes,no,unknown,29,may,122,2,-1,0,unknown,no,0,0.10319938990067729,0.02480683204554697,0.0,0.059041744564002734,High Value,51-60
37,management,married,tertiary,no,21,yes,no,unknown,29,may,52,2,-1,0,unknown,no,0,0.0729940261107984,0.01057340382269215,0.0,0.03966903420220685,Low Value,31-40
48,technician,married,secondary,no,256,yes,no,unknown,29,may,150,4,-1,0,unknown,no,0,0.07512755796851453,0.030500203334688898,0.0,0.046713839984663934,Medium Value,41-50
34,management,divorced,tertiary,no,500,yes,no,unknown,29,may,399,1,-1,0,unknown,no,0,0.0773427995569517,0.08113054087027247,0.0,0.06301056203955759,High Value,31-40
33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58,1,-1,0,unknown,no,0,0.22707134167377846,0.011793411956079707,0.0,0.11707369442371314,VIP,31-40
30,admin.,married,secondary,no,2931,yes,no,unknown,29,may,199,3,-1,0,unknown,no,0,0.0994135057106023,0.04046360309068727,0.0,0.06184583378250733,High Value,18-30
39,technician,married,secondary,no,3032,no,no,unknown,29,may,260,1,-1,0,unknown,no,0,0.10033047046647178,0.052867019113460756,0.0,0.06602534096727411,VIP,31-40
33,blue-collar,single,unknown,no,12,yes,no,unknown,29,may,241,4,-1,0,unknown,no,0,0.07291231638007736,0.04900366002440016,0.0,0.051157256197358725,Medium Value,31-40
24,student,single,secondary,no,2530,yes,no,unknown,29,may,399,5,-1,0,unknown,no,0,0.09577288326403138,0.08113054087027247,0.0,0.07222560389309743,VIP,18-30
41,unknown,single,secondary,no,646,yes,no,unknown,29,may,40,2,-1,0,unknown,no,0,0.07866831296642639,0.008133387555917039,0.0,0.041774172749988306,Low Value,41-50
35,admin.,divorced,secondary,no,45,yes,no,unknown,29,may,167,1,-1,0,unknown,no,0,0.07321191872605452,0.03395689304595364,0.0,0.04679302727681335,Medium Value,31-40
28,technician,married,secondary,no,1180,yes,no,unknown,29,may,637,3,-1,0,unknown,no,0,0.08351642365587494,0.12952419682797886,0.0,0.08061547087633113,VIP,18-30
38,blue-collar,married,primary,no,498,yes,no,unknown,29,may,107,2,-1,0,unknown,no,0,0.07732464183901368,0.02175681171207808,0.0,0.045189364433130264,Low Value,31-40
50,management,divorced,tertiary,no,738,yes,yes,unknown,29,may,68,1,-1,0,unknown,no,0,0.07950356799157483,0.013826758845058967,0.0,0.04389981164930511,Low Value,41-50
56,technician,married,primary,no,675,yes,no,unknown,29,may,137,1,-1,0,unknown,no,0,0.07893159987652752,0.02785685237901586,0.0,0.04782285565196852,Medium Value,51-60
34,management,married,tertiary,no,581,yes,no,unknown,29,may,182,1,-1,0,unknown,no,0,0.07807818713344107,0.03700691337942253,0.0,0.05014116758054729,Medium Value,31-40
41,entrepreneur,married,tertiary,no,1065,yes,yes,unknown,29,may,553,1,-1,0,unknown,no,0,0.0824723548744394,0.11244408296055307,0.0,0.07496940232538563,VIP,41-50
34,admin.,single,secondary,no,10,no,yes,unknown,29,may,310,3,-1,0,unknown,no,0,0.07289415866213934,0.06303375355835705,0.0,0.05535720539857679,High Value,31-40
51,blue-collar,married,primary,no,1491,yes,no,unknown,29,may,206,3,-1,0,unknown,no,0,0.08633994879523542,0.041886945912972755,0.0,0.055736058171509534,High Value,51-60
49,management,married,tertiary,no,-151,yes,no,unknown,29,may,119,2,-1,0,unknown,no,0,0.07143246236812958,0.024196827978853194,0.0,0.04297527957772075,Low Value,41-50
30,blue-collar,married,primary,no,179,yes,no,unknown,29,may,764,2,-1,0,unknown,no,0,0.07442848582790115,0.15534770231801545,0.0,0.08381855360935521,VIP,18-30
45,blue-collar,divorced,primary,no,594,yes,no,unknown,29,may,833,2,-1,0,unknown,yes,1,0.07819621230003813,0.16937779585197235,0.0,0.08991144490561077,VIP,41-50
38,technician,married,secondary,no,381,yes,no,unknown,29,may,126,2,-1,0,unknown,no,0,0.07626241533964012,0.025620170801138674,0.0,0.04581725891016166,Medium Value,31-40
50,management,married,tertiary,no,2488,yes,no,unknown,29,may,91,2,-1,0,unknown,no,0,0.09539157118733319,0.018503456689711265,0.0,0.053246822600579974,High Value,41-50
31,technician,married,secondary,no,222,yes,no,unknown,29,may,251,4,-1,0,unknown,no,0,0.07481887676356837,0.051037006913379424,0.0,0.05272054045579801,High Value,31-40
41,blue-collar,married,primary,no,-252,yes,no,unknown,29,may,166,5,-1,0,unknown,no,0,0.0705154976122601,0.033753558357055714,0.0,0.04538381631324676,Low Value,41-50
35,management,single,tertiary,no,870,yes,no,unknown,29,may,188,6,-1,0,unknown,no,0,0.08070197737548346,0.03822692151281008,0.0,0.051819065141584755,Medium Value,31-40
50,admin.,married,primary,no,429,no,no,unknown,29,may,60,2,-1,0,unknown,no,0,0.07669820057015235,0.012200081333875559,0.0,0.04200912468523884,Low Value,41-50
29,student,single,secondary,no,1093,yes,no,unknown,29,may,368,2,-1,0,unknown,no,0,0.08272656292557153,0.07482716551443676,0.0,0.06381143111711679,High Value,18-30
46,blue-collar,married,primary,no,684,yes,no,unknown,29,may,414,2,-1,0,unknown,no,0,0.07901330960724857,0.08418056120374136,0.0,0.0647608231647467,VIP,41-50
42,entrepreneur,married,secondary,no,0,yes,yes,unknown,29,may,128,3,-1,0,unknown,no,0,0.0728033700724493,0.026026840178934526,0.0,0.044209737089905006,Low Value,41-50
43,blue-collar,single,secondary,no,747,no,no,unknown,29,may,685,2,-1,0,unknown,no,0,0.07958527772229587,0.1392842618950793,0.0,0.08157791742967173,VIP,41-50
30,management,married,tertiary,no,623,yes,no,unknown,29,may,512,5,-1,0,unknown,no,0,0.07845949921013928,0.1041073607157381,0.0,0.07046195781979107,VIP,18-30
38,blue-collar,married,primary,no,1131,yes,no,unknown,29,may,102,3,-1,0,unknown,no,0,0.0830715595663937,0.02074013826758845,0.0,0.04775782126347339,Medium Value,31-40
35,management,married,tertiary,no,1550,yes,no,unknown,29,may,1611,2,-1,0,unknown,no,0,0.0868756014744067,0.32757218381455877,0.0,0.14170945588157097,VIP,31-40
45,management,married,tertiary,no,1929,yes,no,unknown,29,may,44,15,-1,0,unknown,no,0,0.09031648902365952,0.008946726311508743,0.0,0.04784226240528238,Medium Value,41-50
41,housemaid,divorced,tertiary,no,9767,yes,no,unknown,29,may,162,2,-1,0,unknown,no,0,0.16147658562271894,0.03294021960146401,0.0,0.09062035869179867,VIP,41-50
52,technician,married,secondary,no,963,yes,no,unknown,29,may,74,2,-1,0,unknown,no,0,0.0815463112596009,0.015046766978446523,0.0,0.045287185723334414,Low Value,51-60
38,services,divorced,primary,no,92,yes,yes,unknown,29,may,118,3,-1,0,unknown,no,0,0.07363862509759775,0.023993493289955266,0.0,0.044017360535785456,Low Value,31-40
40,housemaid,married,tertiary,no,795,yes,no,unknown,29,may,725,3,-1,0,unknown,no,0,0.0800210629528081,0.14741764945099634,0.0,0.08423582631170295,VIP,31-40
31,blue-collar,married,primary,no,3283,yes,no,unknown,29,may,100,5,-1,0,unknown,no,0,0.10260926406769198,0.020333468889792598,0.0,0.05740467270078377,High Value,31-40
42,technician,married,secondary,no,-158,yes,no,unknown,29,may,124,3,-1,0,unknown,no,0,0.07136891035534655,0.025213501423342822,0.0,0.04324850560467612,Low Value,41-50
36,services,married,secondary,no,0,no,no,unknown,29,may,752,2,-1,0,unknown,no,0,0.0728033700724493,0.15290768605124033,0.0,0.08227399085159676,VIP,31-40
36,management,single,tertiary,no,891,yes,no,unknown,29,may,233,5,-1,0,unknown,no,0,0.08089263341383256,0.04737698251321675,0.0,0.0546594114608813,High Value,31-40
33,technician,married,secondary,no,1844,yes,no,unknown,29,may,241,3,-1,0,unknown,no,0,0.0895447860112941,0.04900366002440016,0.0,0.0594734910129671,High Value,31-40
39,blue-collar,divorced,secondary,no,94,yes,no,unknown,29,may,430,1,-1,0,unknown,no,0,0.07365678281553575,0.08743391622610817,0.0,0.06305856627560033,High Value,31-40
37,management,married,tertiary,no,-113,yes,no,unknown,29,may,219,3,-1,0,unknown,no,0,0.07177745900895176,0.04453029686864579,0.0,0.049247818565069615,Medium Value,31-40
49,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,67,2,-1,0,unknown,no,0,0.0728033700724493,0.013623424156161041,0.0,0.040488712283072964,Low Value,41-50
37,technician,married,tertiary,no,472,yes,no,unknown,29,may,294,3,-1,0,unknown,no,0,0.07708859150581955,0.05978039853599024,0.0,0.05647841531370684,High Value,31-40
38,blue-collar,married,unknown,no,976,yes,no,unknown,29,may,318,2,-1,0,unknown,no,0,0.08166433642619797,0.06466043106954046,0.0,0.06023029753396113,High Value,31-40
33,blue-collar,married,primary,no,233,yes,no,unknown,29,may,428,1,-1,0,unknown,no,0,0.07491874421222741,0.08702724684831233,0.0,0.0635675461606074,High Value,31-40
35,blue-collar,married,secondary,no,807,yes,no,unknown,29,may,1185,3,-1,0,unknown,no,0,0.08013000926043616,0.24095160634404228,0.0,0.11235048653343077,VIP,31-40
45,admin.,married,secondary,no,142,yes,yes,unknown,29,may,110,3,-1,0,unknown,no,0,0.07409256804604798,0.022366815778771858,0.0,0.04375632875665555,Low Value,41-50
32,management,single,tertiary,no,1731,yes,yes,unknown,29,may,323,3,-1,0,unknown,no,0,0.08851887494779656,0.0656771045140301,0.0,0.0639625688281073,High Value,31-40
55,retired,married,secondary,no,2749,yes,yes,unknown,29,may,58,2,-1,0,unknown,no,0,0.09776115337824343,0.011793411956079707,0.0,0.05241860027594562,Medium Value,51-60
43,management,married,tertiary,yes,-3372,yes,no,unknown,29,may,386,2,-1,0,unknown,no,0,0.0421894576289652,0.07848718991459942,0.0,0.044640885788862425,Low Value,41-50
40,blue-collar,married,secondary,no,100,yes,no,unknown,29,may,218,2,-1,0,unknown,no,0,0.07371125596934978,0.04432696217974787,0.0,0.05015371663859925,Medium Value,31-40
34,technician,married,secondary,no,149,yes,no,unknown,29,may,153,2,-1,0,unknown,no,0,0.07415612005883102,0.031110207401382674,0.0,0.04641112224983031,Medium Value,31-40
55,retired,divorced,primary,no,53,yes,no,unknown,29,may,84,2,-1,0,unknown,no,0,0.07328454959780656,0.01708011386742578,0.0,0.04176630895913101,Low Value,51-60
58,blue-collar,married,primary,no,5788,no,no,unknown,29,may,130,2,-1,0,unknown,no,0,0.12535180578504895,0.026433509556730378,0.0,0.07060595575954359,VIP,51-60
37,admin.,married,secondary,no,99,yes,no,unknown,29,may,113,2,-1,0,unknown,no,0,0.07370217711038078,0.022976819845465637,0.0,0.04374413450883008,Low Value,31-40
45,blue-collar,married,secondary,no,90,yes,no,unknown,29,may,744,6,-1,0,unknown,no,0,0.07362046737965973,0.15128100854005694,0.0,0.08219453625184694,VIP,41-50
28,services,single,secondary,no,6332,yes,no,unknown,29,may,76,4,-1,0,unknown,no,0,0.13029070506418755,0.015453436356242375,0.0,0.06978138343896649,VIP,18-30
25,blue-collar,single,secondary,no,1429,yes,no,unknown,29,may,187,3,-1,0,unknown,no,0,0.08577705953915712,0.03802358682391216,0.0,0.05429560581675221,High Value,18-30
39,management,single,secondary,no,835,yes,no,unknown,29,may,587,4,-1,0,unknown,no,0,0.08038421731156829,0.11935746238308255,0.0,0.0759993473707089,VIP,31-40
46,blue-collar,married,primary,no,-169,no,yes,unknown,29,may,336,3,-1,0,unknown,no,0,0.0712690429066875,0.06832045546970313,0.0,0.05613065809425469,High Value,41-50
39,admin.,married,secondary,yes,0,no,no,unknown,29,may,59,3,-1,0,unknown,no,0,0.0728033700724493,0.011996746644977633,0.0,0.04000070902971794,Low Value,31-40
31,student,single,tertiary,no,479,yes,no,unknown,29,may,72,12,-1,0,unknown,no,0,0.07715214351860258,0.014640097600650671,0.0,0.04296810103949649,Low Value,31-40
47,admin.,married,secondary,no,869,yes,no,unknown,29,may,216,2,-1,0,unknown,no,0,0.08069289851651446,0.04392029280195201,0.0,0.05352253709884283,High Value,41-50
54,blue-collar,divorced,secondary,no,0,yes,yes,unknown,29,may,273,2,-1,0,unknown,no,0,0.0728033700724493,0.05551037006913379,0.0,0.05305479605696479,High Value,51-60
29,blue-collar,single,secondary,no,-125,yes,no,unknown,29,may,198,3,-1,0,unknown,no,0,0.07166851270132371,0.04026026840178935,0.0,0.04791233687119866,Medium Value,18-30
38,blue-collar,single,secondary,no,522,yes,no,unknown,29,may,347,2,-1,0,unknown,no,0,0.0775425344542698,0.07055713704758032,0.0,0.059938408341409,High Value,31-40
29,technician,single,secondary,no,404,yes,no,unknown,29,may,286,2,-1,0,unknown,no,0,0.07647122909592723,0.05815372102480683,0.0,0.05568173085540566,High Value,18-30
31,management,single,tertiary,no,524,yes,yes,unknown,29,may,668,2,-1,0,unknown,no,0,0.0775606921722078,0.13582757218381455,0.0,0.07952861774124827,VIP,31-40
36,management,single,tertiary,no,0,yes,no,unknown,29,may,211,6,-1,0,unknown,no,0,0.0728033700724493,0.04290361935746238,0.0,0.04927277084346336,Medium Value,31-40
34,technician,divorced,secondary,no,-276,yes,no,unknown,29,may,175,3,-1,0,unknown,no,0,0.07029760499700398,0.03558357055713705,0.0,0.045823873665643104,Medium Value,31-40
54,management,married,tertiary,no,107,yes,no,unknown,29,may,324,3,-1,0,unknown,no,0,0.07377480798213282,0.06588043920292802,0.0,0.056651535751944815,High Value,51-60
56,blue-collar,married,primary,no,1798,yes,no,unknown,29,may,228,3,-1,0,unknown,no,0,0.08912715849871988,0.046360309068727124,0.0,0.05847167196997808,High Value,51-60
31,management,single,tertiary,no,457,yes,no,unknown,29,may,38,9,-1,0,unknown,no,0,0.07695240862128448,0.0077267181781211875,0.0,0.0407942197640786,Low Value,31-40
28,management,single,tertiary,no,1086,yes,no,unknown,29,may,128,2,-1,0,unknown,no,0,0.08266301091278849,0.026026840178934526,0.0,0.0491395575100746,Medium Value,18-30
58,management,married,tertiary,no,4265,yes,no,unknown,29,may,96,2,-1,0,unknown,no,0,0.11152470357525468,0.019520130134200894,0.0,0.06161839082788761,High Value,51-60
45,admin.,married,secondary,no,5244,yes,no,unknown,29,may,18,16,-1,0,unknown,no,0,0.12041290650591036,0.0036600244001626678,0.0,0.061304460573003976,High Value,41-50
37,admin.,single,secondary,no,0,yes,no,unknown,29,may,147,4,-1,0,unknown,no,0,0.0728033700724493,0.02989019926799512,0.0,0.04536874481662319,Low Value,31-40
47,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,135,2,-1,0,unknown,no,0,0.0728033700724493,0.027450183001220006,0.0,0.044636739936590654,Low Value,41-50
47,blue-collar,married,secondary,no,762,yes,no,unknown,29,may,56,3,-1,0,unknown,no,0,0.07972146060683094,0.011386742578283855,0.0,0.043276753076900626,Low Value,41-50
41,blue-collar,married,secondary,no,51,yes,no,unknown,29,may,39,22,-1,0,unknown,no,0,0.07326639187986855,0.007930052867019113,0.0,0.03901221180004001,Low Value,41-50
52,unemployed,married,secondary,no,32,yes,no,unknown,29,may,144,5,-1,0,unknown,no,0,0.07309389355945746,0.029280195201301342,0.0,0.045331005340119135,Low Value,51-60
42,technician,married,secondary,no,2,no,no,unknown,29,may,249,2,-1,0,unknown,no,0,0.07282152779038731,0.05063033753558357,0.0,0.05159986515586872,Medium Value,41-50
48,admin.,married,tertiary,no,960,yes,no,unknown,29,may,286,3,-1,0,unknown,no,0,0.08151907468269388,0.05815372102480683,0.0,0.05820565364878899,High Value,41-50
32,technician,divorced,secondary,no,211,yes,yes,unknown,29,may,230,4,-1,0,unknown,no,0,0.07471900931490931,0.04676697844652298,0.0,0.05138959819141155,Medium Value,31-40
